# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
"H591","2026-08-23","[COMPUTATION] The exact compact automaton state/transition counts at k=4,6,8,10,12 are respectively 3/7, 20/69, 205/805, 2722/11074, and 41424/169975.","The complete finite census pins the packed implementation to the established e227 transition semantics at every available memory.","The five ordered pairs are state count / distinct transition count and must agree with the legacy automata together with their content digests.","Rebuild every reachable compact state and sparse transition row, then compare counts and ordered digests with the e227 artifact.","Producer, legacy control, and independent rebuild agree on every displayed pair.","The census ends at k=12 and supplies no observed k=14 state or transition count.","confirmed_exact_counts","experiments/e229_finite_memory_saw14.py;results/bounds/finite_memory_saw14.json;proofs/kc_lower_memory14.md;tests/test_finite_memory_saw14.py","Retain all five count pairs as controls for a separately authorized memory-14 launch."
"H592","2026-08-23","[COMPUTATION][RESOURCE] The complete k<=12 compact crosswalk passes all 33 producer checks with a bounded closability cache, roughly 5 process CPU seconds, and 179,814,400 bytes peak RSS.","The compact route was required to remove tuple-state overhead and the unbounded closability cache before any larger-memory attempt under the 2 GiB gate.","The cache remains within its 262144-entry bound, the producer completes 33/33 checks, and the measured peak stays below 2,000,000,000 bytes.","Crosswalk all five memories while recording process time, peak RSS, cache residency, and every exact producer invariant.","The largest resident cache has 169981 entries; the producer reports 33/33 passing checks, about 5 process CPU seconds, and 179,814,400 peak RSS bytes.","These k<=12 measurements are not a k=14 cost measurement and do not authorize or certify that launch.","confirmed_resource_bound","experiments/e229_finite_memory_saw14.py;results/bounds/finite_memory_saw14.json;proofs/kc_lower_memory14.md","Re-budget an actual k=14 run independently and preserve the process-time, RSS, and bounded-cache gates."
"H593","2026-08-23","[VERIFICATION][SCOPE] A clean-room verifier independently confirms the compact k<=12 crosswalk while requiring memory 14 to remain not launched with no endpoint claim.","A packed-state producer must be checked by a separate implementation so shared canonicalization or closability errors cannot validate themselves.","A distinct first-use canonicalization, raw 48-way symmetry controls, and independently coded closability search reproduce the ordered e227 state and transition content for k=4,6,8,10,12; the durable k=14 row is not_launched with endpoint null.","Run tests/test_finite_memory_saw14.py from the repository root without importing the producer.","The lead observed PASS from the independent verifier; its canonicalization and closability paths are separate from e229.","The verifier constructs no memory-14 automaton, spectral radius, Collatz vector, artifact content, or critical endpoint.","verified_independently","tests/test_finite_memory_saw14.py;results/bounds/finite_memory_saw14.json;proofs/kc_lower_memory14.md","Keep the verifier scoped to the crosswalk until a separately produced k=14 certificate exists."
"H594","2026-08-23","[UNRESOLVED][ROUTE BOUNDARY] The compact k<=12 crosswalk is only the mechanical foundation for a future memory-14 endpoint attempt.","Removing tuple-coordinate states and the unbounded cache discharges implementation blocks but is not a connective-constant certificate.","Any future endpoint change must construct A_14, verify its transition mass, produce and replay an integer Collatz rotation componentwise, and map the certified rational bound through atanh with directed rounding.","Require all four mathematical gates plus an independent verifier before changing the certified interval.","The packed first-use representation and bounded cache now pass exact controls through k=12.","No A_14, positive vector, componentwise integer inequality, directed endpoint, or k=14 launch exists in this deliverable.","unresolved","proofs/kc_lower_memory14.md;results/bounds/finite_memory_saw14.json","Launch memory 14 only under a fresh resource budget, then certify every listed gate before proposing an endpoint."
"H595","2026-08-23","[CORRECTION][SCOPE][ALLOCATION] Prior bookkeeping that called e229 and H590-H595 a pending memory-14 repair is superseded: they now record the landed compact k<=12 crosswalk, not a k=14 endpoint result.","Append-only correction is required so the verifier outcome and allocation state are current without rewriting earlier ledger rows.","H588-H589 remain unallocated; H590-H595 and e229 are used; the next free ledger ID is H596 and the next free experiment is e233; the certified critical interval is unchanged.","Reconcile all six shared bookkeeping files against the artifact's not_launched k=14 row and endpoint null, then validate ledger width and JSON syntax.","The compact producer passed 33/33 and its independent verifier passed, while memory 14 remained explicitly unlaunched.","Every earlier statement that the compact repair or verifier was still pending is stale; none may be read as evidence for a k=14 artifact or endpoint.","corrected_scope","experiments/e229_finite_memory_saw14.py;results/bounds/finite_memory_saw14.json;proofs/kc_lower_memory14.md;tests/test_finite_memory_saw14.py","Allocate the next ledger row at H596 and the next experiment at e233; do not allocate H588-H589 or move either critical endpoint from this crosswalk."
H596,2026-08-23,"[THEOREM] Eliminating a uniform degree-six Ising star has the exact octahedral log-weight c0+c2 sum_|A|=2 sigma_A+c4 sum_|A|=4 sigma_A+c6 prod_i sigma_i, with c2>0, c4<0, and c6>0 for every real K!=0.","A local transformation should expose both a positive exact reformulation and the irreducible interactions that any closed decimation class must retain.","The scaled log-cosh exponent vectors are c2=(-1,2,1), c4=(-1,-2,1), c6=(15,-6,1) at arguments 2K,4K,6K; exp(32c6)=x^8(4x-3)/(2x-1)^6 for x=cosh(2K)^2.","Enumerate all 64 Walsh characters, derive the orbit exponent vectors, and factor the exact sign polynomials after x=1+y.","The c6 numerator is (x-1)^3 Q(x), with Q(1+y)=8+54y+144y^2+188y^3+120y^4+33y^5+4y^6; the c4 gap is 4(x-1)^2 and both c2 factors exceed one.","No anisotropic-star or hidden-variable classification is claimed.","confirmed","experiments/e234_star_decimation.py;results/integrability/star_decimation.json;tests/test_star_decimation.py","Use the octahedral model as a new positive representation; do not collapse its c4 or c6 sectors."
H597,2026-08-23,"[THEOREM] For every real K!=0, the degree-six star boundary weight cannot equal any visible-spin exponential with arbitrary constant, one-spin fields, and pairwise couplings.","The unique Walsh logarithm of a pairwise weight has degree at most two, while the exact star logarithm has c6>0.","The six-spin character is orthogonal to every constant, field, and pair character on all 64 states, but its star coefficient is strictly positive.","Compute all Walsh inner products exactly and combine them with the independent c6 polynomial certificate.","Every degree-at-most-two inner product is zero; the independent verifier reconstructs the orthogonality and nonzero coefficient.","Representations with hidden auxiliary spins, unrestricted tensor bond dimension, or nonlocal variables remain open.","confirmed","experiments/e234_star_decimation.py;results/integrability/star_decimation.json;tests/test_star_decimation.py","Target transformations that retain genuine four- and six-spin octahedral data."
H598,2026-08-23,"[THEOREM] Exact checkerboard elimination on the infinite simple-cubic lattice, and on open boxes containing a full-degree eliminated site, is not closed within visible-spin pairwise Hamiltonians.","Eliminated checkerboard spins have no mutual edges, so the conditional sum factorizes into octahedral star weights and their logarithms add.","Each full star contributes its unique positive c6 to its six-neighbour support; equal full supports imply equal centers because sum_(u in N(v))u=6v, while boundary factors have arity at most five.","Audit both checkerboard parities on open sides 4 and 5, verify support incidence and the barycenter identity, and exclude lower-arity contributions.","All full supports are unique; boundary arity is at most five; the offset sum is exactly zero; finite audits and the all-size barycenter proof agree.","This is a local-renormalization non-closure theorem, not a nonintegrability theorem or a solution.","confirmed","experiments/e234_star_decimation.py;results/integrability/star_decimation.json;tests/test_star_decimation.py","Explore whether the exact octahedral interaction class admits a useful dual or controlled resummation."
H599,2026-08-23,"[VERIFICATION] The star-decimation producer passes 14/14 exact checks and an import-independent verifier passes every Walsh, sign, orthogonality, incidence, and scope check.","The new all-coupling local theorem must not rest on stored prose or floating evaluations.","An independent implementation must reconstruct all octahedral exponent vectors, sign factors, pairwise orthogonality, and checkerboard support incidence.","Run tests/test_star_decimation.py from the repository root after regenerating the artifact.","The lead observed PASS; the verifier uses no producer imports and no floating-point arithmetic.","No test proves hidden-auxiliary impossibility or a thermodynamic solution.","confirmed","tests/test_star_decimation.py;results/integrability/star_decimation.json","Keep as the regression gate for the exact decimation theorem."
H600,2026-08-23,"[THEOREM] For R_G(t)=P_t D_G(t) P_t, the ordered spectral t-valuations at t->0, up to one common shift, are exactly the cut sizes of G with multiplicity.","The low-temperature corner turns the complete spectral problem into a graph cut-distribution invariant.","P_t has Walsh eigenvalues (1+t)^(n-k)(1-t)^k, and same-index congruence bounds squeeze each eigenvalue of R between (1-t)^(2n) and (1+t)^(2n) times the corresponding ordered D entry.","Rebuild even- and odd-edge exact controls, verify e_sigma=floor(m/2)-cut statewise, and certify the ordered bounds by exact root counts with multiplicity.","Independent path and triangle controls satisfy every exact lower and upper bound; q=(1+t^2)/(2t)=exp(2K) fixes t->0 as K->infinity.","Only the endpoint valuation is identified; no explicit coupling threshold is produced.","confirmed","experiments/e235_tropical_cut_obstruction.py;results/spectral/tropical_cut_obstruction.json;tests/test_tropical_cut_obstruction.py","Reuse the valuation bridge for other exact endpoint invariants."
